FID;TITULAR;N_PERT;N_CODIGOCE;ESPECIES;TOPONIMIO;T_ESTADOTR;T_GRUPOESP;SUPERFICIE;AGRUPCONCE;COMUNA;REGION;CartaGeogr;Datum;Huso;COORDENADA;N_RESOLSSP;F_RESOLSSP;N_RESOLSSF;F_RESOLSSF;TIPOPORC;ESTADO_UOT
2339;SALMONES HUMBOLDT SPA;203111058;110787;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL PIURE, AL NORTE DE ISLA LICHA;CONCESION OTORGADA;SALMONES;5,29;18C;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°19´53.2200, W 73°43´27.1700

S 44°19´48.2800, W 73°43´9.5100

S 44°19´54.6800, W 73°43´9.4200

S 44°19´55.9600, W 73°43´22.1700";2250;24-06-2009;159;26-01-2010;AGUA Y FONDO;CONCESIÓN OTORGADA
2340;MOWI CHILE S.A.;96110164;110315;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;NOROESTE DE ISLA GARCÍA;CONCESION OTORGADA;SALMONES;4,92;18C;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°14´47.6300, W 73°43´34.0100

S 44°14´50.0400, W 73°43´7.0600

S 44°14´55.1200, W 73°43´10.0300";156;20-01-2000;1228;30-06-2000;AGUA Y FONDO;CONCESIÓN OTORGADA
2341;GRANJA MARINA TORNAGALEONES S.A.;203111070;110776;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL PÉREZ NORTE, AL NOROESTE DE ISLA GARCÍA;CONCESION OTORGADA;SALMONES;3,23;18C;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°14´50.5100, W 73°44´14.4700

S 44°14´47.5700, W 73°44´5.5700

S 44°14´51.7200, W 73°44´2.6900

S 44°14´55.0100, W 73°44´11.3500";427;06-02-2006;1976;14-10-2009;AGUA Y FONDO;CONCESIÓN OTORGADA
2342;AQUAINNOVO SPA;200111451;110689;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL ISLAS VERDES, AL ESTE DE ISLA CÁRCELES;CONCESION OTORGADA;SALMONES;6;18C;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°16´14.6800, W 73°50´42.4200

S 44°16´14.5900, W 73°50´33.4000

S 44°16´24.3100, W 73°50´33.2100

S 44°16´24.4000, W 73°50´42.2300";2836;12-11-2003;251;22-01-2004;AGUA Y FONDO;CONCESIÓN OTORGADA
2343;GRANJA MARINA TORNAGALEONES S.A.;203111074;110684;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL PÉREZ NORTE, AL NORESTE DE ISLA VALVERDE;CONCESION OTORGADA;SALMONES;3,8;18C;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°15´48.4200, W 73°47´11.6700

S 44°15´55.1200, W 73°46´52.5600

S 44°15´57.7200, W 73°46´53.8900

S 44°15´51.0100, W 73°47´12.3600";3273;29-09-2005;1596;16-12-2005;AGUA Y FONDO;CONCESIÓN OTORGADA
2344;SALMONES TECMAR S.A.;200111300;110526;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, HUIRO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;CANAL LUCHERO, ENSENADA AL NORESTE DE ISLA CONCOTO;CONCESION OTORGADA;SALMONES;7,45;18C;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°7´2.8400, W 73°51´1.2300

S 44°7´4.8900, W 73°50´52.7500

S 44°7´16.4000, W 73°50´58.1200

S 44°7´14.3400, W 73°51´6.6000";3411;14-10-2009;489;11-02-2004;AGUA Y FONDO;CONCESIÓN OTORGADA
2345;SALMONES CAMANCHACA S.A.;200111074;110463;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;OESTE DE ISLA LAMALEC;CONCESION OTORGADA;SALMONES;12,5;18B;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°23´50.8000, W 73°38´31.1200

S 44°23´57.4800, W 73°38´24.7200

S 44°24´6.6500, W 73°38´43.3600

S 44°23´59.9600, W 73°38´49.7500";242;19-01-2009;1534;19-08-2003;AGUA Y FONDO;CONCESIÓN OTORGADA
2346;EXPORTADORA LOS FIORDOS LTDA.;200111445;110518;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL FLEMING, AL SUR DE ISLA FRANCISCO;CONCESION OTORGADA;SALMONES;6;18D;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°32´2.3400, W 73°38´28.5700

S 44°32´2.2300, W 73°38´19.5100

S 44°32´11.9500, W 73°38´19.2800

S 44°32´12.0600, W 73°38´28.3400";2835;12-11-2003;253;22-01-2004;AGUA Y FONDO;CONCESIÓN OTORGADA
2347;EXPORTADORA LOS FIORDOS LTDA.;200111439;110620;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL PÉREZ NORTE, AL OESTE DE ISLA GARRAO;CONCESION OTORGADA;SALMONES;6;18D;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°24´14.4500, W 73°45´13.5700

S 44°24´14.3500, W 73°45´4.5300

S 44°24´24.0700, W 73°45´4.3200

S 44°24´24.1700, W 73°45´13.3600";2145;02-09-2003;1307;21-06-2004;AGUA Y FONDO;CONCESIÓN OTORGADA
2348;EMPRESAS AQUACHILE S.A.;199110152;110497;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL TEMUÁN, AL SURESTE DE ISLA CUPTANA;CONCESION OTORGADA;SALMONES;4,5;21B;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°43´21.8600, W 73°36´57.7800

S 44°43´21.7000, W 73°36´44.1500

S 44°43´26.5600, W 73°36´44.0300

S 44°43´26.7200, W 73°36´57.6700";2611;28-10-2003;1794;17-11-2003;AGUA Y FONDO;CONCESIÓN OTORGADA
2349;PROCESADORA CALBUCO SPA;199110149;110540;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL TRÁNSITO, PUERTO ESPAÑOL, ISLA TRÁNSITO;CONCESION OTORGADA;SALMONES;4,5;21B;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°50´22.2400, W 73°41´16.5100

S 44°50´22.0800, W 73°41´2.8500

S 44°50´26.9400, W 73°41´2.7400

S 44°50´27.1000, W 73°41´16.4000";1784;04-07-2011;893;16-03-2004;AGUA Y FONDO;CONCESIÓN OTORGADA
2350;SALMONES CAMANCHACA S.A.;200111084;110747;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL PÉREZ NORTE, AL NORTE DE PUNTA MEMBRILLO, ISLA JÉCHICA;CONCESION OTORGADA;SALMONES;12,5;18D;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°25´58.2700, W 73°45´21.5700

S 44°25´54.7300, W 73°45´11.4000

S 44°26´9.3100, W 73°45´1.5300

S 44°26´12.8500, W 73°45´11.7100";1463;01-07-2003;86;31-01-2008;AGUA Y FONDO;CONCESIÓN OTORGADA
2351;EMPRESAS AQUACHILE S.A.;199110156;110408;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;CANAL MORALEDA, AL NORESTE DE ISLA SIERRA;CONCESION OTORGADA;SALMONES;4,5;21B;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°43´7.7900, W 73°33´33.0100

S 44°43´7.7000, W 73°33´26.2000

S 44°43´17.4200, W 73°33´25.9600

S 44°43´17.5100, W 73°33´32.7700";3023;27-12-2002;1135;21-04-2003;AGUA Y FONDO;CONCESIÓN OTORGADA
2352;EMPRESAS AQUACHILE S.A.;199110153;110406;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL PÉREZ SUR, AL SUR DE ISLA LALANCA;CONCESION OTORGADA;SALMONES;6;21B;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°52´51.7500, W 73°38´17.6600

S 44°52´51.5900, W 73°38´3.9900

S 44°52´58.0700, W 73°38´3.8400

S 44°52´58.2300, W 73°38´17.5100";546;24-02-2003;1123;21-04-2003;AGUA Y FONDO;CONCESIÓN OTORGADA
2353;CERMAQ CHILE S.A.;203111230;110735;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL MORALEDA, AL SURESTE DE ISLA TRÁNSITO;CONCESION OTORGADA;SALMONES;10;21B;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°50´8.9400, W 73°36´8.6400

S 44°50´4.7500, W 73°35´46.6400

S 44°50´11.0100, W 73°35´44.2900

S 44°50´15.2000, W 73°36´6.2900";584;16-02-2006;1553;30-07-2007;AGUA Y FONDO;CONCESIÓN OTORGADA
2354;EXPORTADORA LOS FIORDOS LTDA.;203111171;110713;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL BYNON, AL OESTE DE ISLAS LANCES NUEVOS;CONCESION OTORGADA;SALMONES;8;21B;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°44´50.4900, W 73°58´11.2400

S 44°44´59.3700, W 73°57´57.9900

S 44°45´4.0900, W 73°58´4.2300

S 44°44´55.2100, W 73°58´17.4700";2175;13-07-2005;1133;22-11-2006;AGUA Y FONDO;CONCESIÓN OTORGADA
2355;PROCESADORA CAILIN SPA;203111156;110658;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL BYNON, AL NOROESTE DE ISLAS LANCES NUEVOS;CONCESION OTORGADA;SALMONES;8;21B;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°44´5.8800, W 73°58´6.1700

S 44°44´11.1400, W 73°58´0.8600

S 44°44´18.7100, W 73°58´15.6200

S 44°44´13.4500, W 73°58´20.9300";3069;13-09-2005;1540;28-11-2005;AGUA Y FONDO;CONCESIÓN OTORGADA
2356;EXPORTADORA LOS FIORDOS LTDA.;203111149;110797;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL GOÑI, AL SUROESTE DE PUNTA ZETA, ISLA JORGE;CONCESION OTORGADA;SALMONES;8;21D;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°50´44.2100, W 73°57´13.6700

S 44°50´48.7300, W 73°57´7.1500

S 44°50´58.0100, W 73°57´19.8700

S 44°50´53.4900, W 73°57´26.3900";3995;22-11-2005;197;26-01-2010;AGUA Y FONDO;CONCESIÓN OTORGADA
2357;EXPORTADORA LOS FIORDOS LTDA.;203111142;110777;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;ESTE DE ISLA SIERRA;CONCESION OTORGADA;SALMONES;6;18C;GUAITECAS;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°3´36.0600, W 73°55´53.1600

S 44°3´35.9800, W 73°55´44.1700

S 44°3´45.7000, W 73°55´44.0000

S 44°3´45.7900, W 73°55´52.9900";1897;04-07-2006;2282;24-11-2009;AGUA Y FONDO;CONCESIÓN OTORGADA
2358;EXPORTADORA LOS FIORDOS LTDA.;203111107;110654;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL KING, AL NORTE DE ISLA GERTRUDIS;CONCESION OTORGADA;SALMONES;15;20;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°33´52.3700, W 73°55´9.1500

S 44°33´58.5100, W 73°55´1.7500

S 44°34´11.2000, W 73°55´22.3500

S 44°34´5.0600, W 73°55´29.7500";2662;09-10-2014;1378;12-09-2005;AGUA Y FONDO;CONCESIÓN OTORGADA
2359;CULTIVOS YADRAN S.A.;201111745;110675;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL BYNON, AL SUR DE ISLA BENJAMÍN, SECTOR 2;CONCESION OTORGADA;SALMONES;6;21A;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°45´0.8100, W 74°2´48.5200

S 44°44´54.3400, W 74°2´38.3300

S 44°44´59.1800, W 74°2´32.2800

S 44°45´5.6500, W 74°2´42.4700";376;28-01-2009;1477;21-10-2005;AGUA Y FONDO;CONCESIÓN OTORGADA
2360;CULTIVOS YADRAN S.A.;201111744;110808;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL BYNON, AL SURESTE DE ISLA BENJAMÍN, SECTOR 1;CONCESION OTORGADA;SALMONES;6;21A;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°43´52.4000, W 74°0´43.8000

S 44°43´45.5600, W 74°0´34.1100

S 44°43´50.1700, W 74°0´27.7100

S 44°43´57.0000, W 74°0´37.4100";1827;17-07-2008;482;24-02-2010;AGUA Y FONDO;CONCESIÓN OTORGADA
2361;CULTIVOS YADRAN S.A.;201111742;110677;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL BYNON, AL NOROESTE DE ISLA JORGE, SECTOR 3;CONCESION OTORGADA;SALMONES;6;21A;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°47´39.4700, W 74°4´20.2400

S 44°47´32.8200, W 74°4´10.2800

S 44°47´37.5500, W 74°4´4.0500

S 44°47´44.2000, W 74°4´14.0100";1456;30-05-2012;1606;16-12-2005;AGUA Y FONDO;CONCESIÓN OTORGADA
2362;CULTIVOS YADRAN S.A.;201111734;110640;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL GOÑI, AL SUROESTE DE PUNTA BAJA, ISLA JORGE;CONCESION OTORGADA;SALMONES;6;21D;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°51´24.0800, W 73°59´3.0600

S 44°51´20.0100, W 73°58´50.6500

S 44°51´25.9000, W 73°58´46.8400

S 44°51´29.9600, W 73°58´59.2500";1060;13-04-2005;1344;16-08-2005;AGUA Y FONDO;CONCESIÓN OTORGADA
2363;CULTIVOS YADRAN S.A.;201111730;110648;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL GOÑI, AL NORTE DE ISLA JAMES;CONCESION OTORGADA;SALMONES;6;21D;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°51´36.5800, W 74°8´15.0500

S 44°51´38.4200, W 74°8´1.6300

S 44°51´44.7800, W 74°8´3.3500

S 44°51´42.9400, W 74°8´16.7800";873;01-04-2005;1114;21-06-2005;AGUA Y FONDO;CONCESIÓN OTORGADA
2364;CULTIVOS YADRAN S.A.;201111624;110593;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL BAEZA, AL NORTE DE ISLA MATILDE;CONCESION OTORGADA;SALMONES;6;18D;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°28´48.0100, W 73°44´16.6000

S 44°28´47.8600, W 73°44´3.0200

S 44°28´54.3400, W 73°44´2.8800

S 44°28´54.4900, W 73°44´16.4600";1451;24-05-2004;1558;03-09-2004;AGUA Y FONDO;CONCESIÓN OTORGADA
2365;SALMONES PACIFIC STAR S.A.;201111488;110749;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;PASO DEL CHACAO, AL NORTE DE ISLA VERDUGO;CONCESION OTORGADA;SALMONES;10;18C;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°8´53.8200, W 73°39´48.0500

S 44°8´53.7200, W 73°39´39.0500

S 44°9´9.9200, W 73°39´38.6800

S 44°9´10.0200, W 73°39´47.6800";578;15-03-2012;524;18-04-2008;AGUA Y FONDO;CONCESIÓN OTORGADA
2366;MOWI CHILE S.A.;201111351;110576;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;SURESTE DE ISLA SERRANO;CONCESION OTORGADA;SALMONES;4,5;18C;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°12´27.6100, W 73°37´20.4800

S 44°12´27.5300, W 73°37´13.7300

S 44°12´37.2500, W 73°37´13.5000

S 44°12´37.3300, W 73°37´20.2600";1662;15-06-2004;1425;14-07-2004;AGUA Y FONDO;CONCESIÓN OTORGADA
2367;EXPORTADORA LOS FIORDOS LTDA.;201111246;110594;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;ENSENADA SIN NOMBRE, AL NORTE DE ISLA VERDUGO;CONCESION OTORGADA;SALMONES;2;18C;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°9´19.9300, W 73°40´7.3100

S 44°9´22.4900, W 73°40´4.5400

S 44°9´26.4700, W 73°40´11.6500

S 44°9´23.9200, W 73°40´14.4100";2227;19-08-2004;1575;14-09-2004;AGUA Y FONDO;CONCESIÓN OTORGADA
2368;MOWI CHILE S.A.;201111140;110633;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, HUIRO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;PASO DEL CHACAO, ISLA VERDUGO, AL ESTE DE ISLA SIN NOMBRE;CONCESION OTORGADA;SALMONES;4,5;18C;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°10´6.9400, W 73°36´54.7900

S 44°10´6.8600, W 73°36´48.0400

S 44°10´16.5800, W 73°36´47.8100

S 44°10´16.6600, W 73°36´54.5600";849;30-03-2005;1308;25-07-2005;AGUA Y FONDO;CONCESIÓN OTORGADA
2369;AQUAINNOVO SPA;200111626;110516;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL CRUCES, AL NOROESTE DE ISLA CÁRCELES;CONCESION OTORGADA;SALMONES;6;18C;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°14´35.2400, W 73°55´57.2600

S 44°14´35.1100, W 73°55´43.7400

S 44°14´41.6000, W 73°55´43.6200

S 44°14´41.7200, W 73°55´57.1400";2184;20-07-2007;206;16-01-2004;AGUA Y FONDO;CONCESIÓN OTORGADA
2370;AQUAINNOVO SPA;200111532;110466;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL PÉREZ NORTE, AL NORTE DE PUNTA ÑANCUPEL, ISLA CONCOTO;CONCESION OTORGADA;SALMONES;8;18C;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°9´45.6500, W 73°48´25.6900

S 44°9´43.0900, W 73°48´17.4300

S 44°9´54.9900, W 73°48´10.2900

S 44°9´57.5600, W 73°48´18.5600";2145;20-07-2007;1585;01-09-2003;AGUA Y FONDO;CONCESIÓN OTORGADA
2371;EXPORTADORA LOS FIORDOS LTDA.;200111530;110507;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;NORTE DE ISLA SERRANO;CONCESION OTORGADA;SALMONES;6;18C;CISNES;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8300;WGS-84;18 SUR;"S 44°10´44.0500, W 73°37´37.1100

S 44°10´43.8900, W 73°37´23.6100

S 44°10´50.3700, W 73°37´23.4500

S 44°10´50.5300, W 73°37´36.9600";1330;24-05-2013;133;02-01-2004;AGUA Y FONDO;CONCESIÓN OTORGADA
